35.363438,30.957024,-364.26
35.363438,30.957024,-364.26
35.363448,30.957022,-364.87
35.363422,30.956940,-363.25
35.363362,30.956874,-362.34
35.363240,30.956835,-361.18
35.362857,30.956761,-360.30
35.362710,30.956700,-360.92
35.362581,30.956680,-361.66
35.362257,30.956731,-360.16
35.362171,30.956711,-359.47
35.361984,30.956573,-358.04
35.361912,30.956537,-357.27
35.361764,30.956499,-358.82
35.361591,30.956475,-354.78
35.361460,30.956481,-354.05
35.361296,30.956534,-348.43
35.361165,30.956547,-346.42
35.360760,30.956536,-342.86
35.360497,30.956610,-340.36
35.360394,30.956601,-341.36
35.360238,30.956517,-346.72
35.359536,30.956436,-342.05
35.359081,30.956323,-337.39
35.358695,30.956177,-338.84
35.358361,30.956123,-336.68
35.357978,30.955966,-333.98
35.357894,30.955902,-335.68
35.357719,30.955704,-337.56
35.357463,30.955468,-336.12
35.357290,30.955279,-336.37
35.357008,30.955087,-338.45
35.356425,30.954816,-327.45
35.355963,30.954543,-322.24
35.355605,30.954196,-334.64
35.355387,30.953892,-330.45
35.355271,30.953792,-329.69
35.354968,30.953688,-329.02
35.354289,30.953543,-312.93
35.354217,30.953511,-314.61
35.354167,30.953460,-318.67
35.354140,30.953358,-328.37
35.354142,30.953170,-331.07
35.354106,30.952955,-327.10
35.354065,30.952864,-333.39
35.354010,30.952815,-332.36
35.353937,30.952791,-330.69
35.353615,30.952797,-315.40
35.353426,30.952755,-306.75
35.353328,30.952651,-314.45
35.353287,30.952579,-320.76
35.353228,30.952352,-337.17
35.353189,30.952280,-339.97
35.353147,30.952245,-339.91
35.353073,30.952218,-327.53
35.352991,30.952209,-328.80
35.352740,30.952202,-320.21
35.352630,30.952165,-319.78
35.352578,30.952104,-323.49
35.352488,30.951832,-330.93
35.352474,30.951582,-325.48
35.352448,30.951462,-324.88
35.352391,30.951402,-325.97
35.352153,30.951273,-328.36
35.351770,30.951113,-322.29
35.351699,30.951061,-322.90
35.351491,30.950839,-329.66
35.351384,30.950777,-327.11
35.351294,30.950760,-323.57
35.351180,30.950762,-322.32
35.350986,30.950798,-312.96
35.350876,30.950794,-312.89
35.350809,30.950758,-315.63
35.350765,30.950712,-319.28
35.350675,30.950560,-331.10
35.350627,30.950514,-331.60
35.350546,30.950484,-331.92
35.350468,30.950491,-331.85
35.350394,30.950522,-331.16
35.349830,30.950790,-300.10
35.349710,30.950813,-297.10
35.349615,30.950810,-296.52
35.349525,30.950776,-299.18
35.349499,30.950741,-302.40
35.349493,30.950677,-308.58
35.349560,30.950571,-319.36
35.349769,30.950385,-325.85
35.349792,30.950310,-326.47
35.349766,30.950236,-327.21
35.349707,30.950189,-326.96
35.349634,30.950181,-326.46
35.349521,30.950222,-327.63
35.349449,30.950229,-328.35
35.349396,30.950196,-329.16
35.349338,30.950095,-338.40
35.349250,30.950013,-329.96
35.349096,30.949941,-329.07
35.348916,30.949902,-327.55
35.348789,30.949851,-324.27
35.348726,30.949782,-321.08
35.348698,30.949708,-323.26
35.348728,30.949478,-333.38
35.348700,30.949388,-325.77
35.348530,30.949292,-323.14
35.348459,30.949226,-325.55
35.348360,30.949044,-323.43
35.348254,30.948946,-323.17
35.347998,30.948765,-318.93
35.347760,30.948640,-322.76
35.347611,30.948607,-319.64
35.347252,30.948561,-305.69
35.347148,30.948460,-307.71
35.347111,30.948389,-304.64
35.347119,30.948079,-336.86
35.347105,30.948028,-325.85
35.347055,30.947961,-325.37
35.346998,30.947925,-324.68
35.346881,30.947902,-323.08
35.346751,30.947924,-324.11
35.346543,30.948023,-312.83
35.346412,30.948058,-305.82
35.346412,30.948058,-305.82
35.346226,30.948108,-296.71
35.346166,30.948083,-297.38
35.346143,30.948034,-301.93
35.346155,30.947901,-315.56
35.346240,30.947682,-323.19
35.346227,30.947561,-323.24
35.346165,30.947483,-321.61
35.346018,30.947403,-323.15
35.345850,30.947369,-320.02
35.345732,30.947301,-318.58
35.345682,30.947242,-317.25
35.345667,30.947171,-317.76
35.345701,30.947104,-323.22
35.345795,30.946989,-323.29
35.345839,30.946851,-316.66
35.345831,30.946742,-315.04
35.345782,30.946693,-316.28
35.345423,30.946544,-315.76
35.345319,30.946472,-312.19
35.345294,30.946392,-311.55
35.345308,30.946323,-315.03
35.345479,30.946039,-315.98
35.345496,30.945961,-314.18
35.345484,30.945828,-311.77
35.345440,30.945710,-312.15
35.345330,30.945528,-311.09
35.344972,30.945121,-309.50
35.344864,30.944989,-309.06
35.344824,30.944916,-309.82
35.344820,30.944795,-313.99
35.344868,30.944707,-311.35
35.344930,30.944650,-309.83
35.345090,30.944551,-297.95
35.345195,30.944448,-298.75
35.345209,30.944383,-299.23
35.345159,30.944326,-301.44
35.345010,30.944330,-307.83
35.344915,30.944316,-312.09
35.344854,30.944264,-311.69
35.344760,30.944115,-312.37
35.344674,30.944015,-312.26
35.344476,30.943887,-310.42
35.344347,30.943784,-311.79
35.344292,30.943691,-311.44
35.344209,30.943352,-312.88
35.344174,30.943288,-306.67
35.344116,30.943244,-307.14
35.343899,30.943205,-303.58
35.343770,30.943137,-303.33
35.343678,30.943020,-300.11
35.343607,30.942871,-306.98
35.343479,30.942498,-305.06
35.343287,30.942213,-304.59
35.343249,30.942030,-305.68
35.343177,30.941865,-305.62
35.342945,30.941487,-308.88
35.342857,30.941378,-300.10
35.342584,30.941122,-302.27
35.342483,30.941214,-299.60
35.342421,30.941301,-295.67
35.342405,30.941496,-286.77
35.342341,30.941636,-280.36
35.342291,30.941682,-278.11
35.342220,30.941714,-279.77
35.342150,30.941721,-279.82
35.342040,30.941699,-280.54
35.341926,30.941628,-286.20
35.341814,30.941498,-294.88
35.341704,30.941405,-298.86
35.341623,30.941366,-298.23
35.341461,30.941334,-296.28
35.341337,30.941342,-292.81
35.341273,30.941368,-290.01
35.341198,30.941447,-289.86
35.341035,30.941726,-278.34
35.340956,30.941774,-281.85
35.340873,30.941783,-282.73
35.340778,30.941751,-286.63
35.340726,30.941692,-290.27
35.340666,30.941582,-295.31
35.340602,30.941205,-301.74
35.340558,30.941088,-298.34
35.340483,30.941015,-298.90
35.340394,30.940977,-301.78
35.340312,30.940967,-299.60
35.339874,30.941033,-288.01
35.339773,30.941011,-288.06
35.339731,30.940951,-291.56
35.339733,30.940811,-297.04
35.339776,30.940657,-298.55
35.339780,30.940561,-298.40
35.339734,30.940426,-299.38
35.339601,30.940215,-301.37
35.339533,30.940138,-300.98
35.339397,30.940029,-299.71
35.339131,30.939891,-294.73
35.338989,30.939844,-294.40
35.338540,30.939747,-289.06
35.338005,30.939580,-289.76
35.337874,30.939508,-292.00
35.337669,30.939321,-294.94
35.337501,30.939263,-291.23
35.337447,30.939210,-292.14
35.337372,30.938968,-296.73
35.337361,30.938873,-297.55
35.337373,30.938785,-301.15
35.337405,30.938638,-307.60
35.337461,30.938497,-294.62
35.337650,30.938151,-287.78
35.337646,30.938056,-287.58
35.337613,30.938004,-288.82
35.337519,30.937935,-292.63
35.337239,30.937817,-297.68
35.337175,30.937774,-297.76
35.337132,30.937699,-297.64
35.337123,30.937387,-299.72
35.337088,30.937297,-301.03
35.337038,30.937241,-301.34
35.336926,30.937183,-296.51
35.336852,30.937175,-297.52
35.336852,30.937175,-297.52
35.336668,30.937215,-296.11
35.336502,30.937307,-292.77
35.336436,30.937328,-292.86
35.336350,30.937320,-293.23
35.336293,30.937285,-295.30
35.336232,30.937205,-293.94
35.336149,30.936917,-295.68
35.336071,30.936823,-295.00
35.335987,30.936775,-296.79
35.335765,30.936737,-293.07
35.335709,30.936714,-292.89
35.335647,30.936656,-289.66
35.335619,30.936561,-291.77
35.335619,30.936468,-295.12
35.335551,30.936036,-289.78
35.335499,30.935821,-288.73
35.335438,30.935660,-291.69
35.335371,30.935560,-292.05
35.335255,30.935434,-292.50
35.334864,30.935141,-288.54
35.334582,30.934888,-283.47
35.334315,30.934608,-284.44
35.334244,30.934470,-288.57
35.334248,30.934375,-290.11
35.334304,30.934232,-296.76
