35.101291,31.341833,843.47
35.101336,31.341808,843.11
35.101386,31.341779,843.12
35.101429,31.341729,842.37
35.101460,31.341687,842.67
35.101485,31.341643,842.86
35.101499,31.341583,841.74
35.101489,31.341521,841.86
35.101472,31.341459,841.90
35.101451,31.341405,842.47
35.101429,31.341356,844.03
35.101403,31.341300,843.33
35.101373,31.341238,840.89
35.101351,31.341174,840.60
35.101323,31.341109,838.83
35.101297,31.341040,838.32
35.101270,31.340979,838.32
35.101234,31.340927,838.13
35.101200,31.340877,837.68
35.101165,31.340830,834.78
35.101128,31.340782,834.61
35.101105,31.340718,833.54
35.101105,31.340658,833.50
35.101128,31.340608,835.87
35.101153,31.340561,836.51
35.101178,31.340520,837.26
35.101193,31.340476,837.70
35.101204,31.340430,837.59
35.101210,31.340381,837.41
35.101209,31.340336,837.35
35.101187,31.340287,837.62
35.101143,31.340246,837.98
35.101094,31.340207,837.46
35.101048,31.340166,836.70
35.101016,31.340122,836.43
35.100971,31.340071,837.08
35.100941,31.340009,837.11
35.100923,31.339965,836.41
35.100895,31.339924,837.11
35.100862,31.339885,834.36
35.100833,31.339841,834.57
35.100813,31.339793,835.21
35.100791,31.339750,835.10
35.100763,31.339708,834.29
35.100747,31.339661,835.23
35.100741,31.339609,837.84
35.100722,31.339561,837.20
35.100700,31.339515,837.21
35.100678,31.339469,837.40
35.100656,31.339419,837.05
35.100631,31.339369,836.35
35.100621,31.339319,835.91
35.100593,31.339259,837.05
35.100575,31.339216,838.21
35.100553,31.339160,837.84
35.100542,31.339096,837.68
35.100530,31.339033,837.66
35.100512,31.338976,837.89
35.100484,31.338912,837.53
35.100466,31.338866,838.34
35.100449,31.338819,836.80
35.100436,31.338772,836.98
35.100418,31.338725,837.82
35.100394,31.338681,836.94
35.100373,31.338638,837.32
35.100357,31.338573,835.56
35.100341,31.338509,835.45
35.100322,31.338443,835.35
35.100306,31.338396,835.82
35.100297,31.338350,836.17
35.100279,31.338285,836.27
35.100256,31.338223,837.01
35.100223,31.338161,838.93
35.100199,31.338119,838.67
35.100173,31.338079,839.04
35.100154,31.338035,839.06
35.100120,31.337974,840.51
35.100100,31.337930,839.55
35.100080,31.337881,840.87
